datetime,open,high,low,close,volume,symbol,exchange,interval,source
2024-04-01 02:00:00,9.64,9.74,8.93,9.14,235434.0,DOTUSD,binance,1D,tradingview
2024-04-02 02:00:00,9.14,9.14,8.38,8.58,149867.97,DOTUSD,binance,1D,tradingview
2024-04-03 02:00:00,8.59,8.78,8.29,8.43,346326.13,DOTUSD,binance,1D,tradingview
2024-04-04 02:00:00,8.42,8.72,8.27,8.49,236086.26,DOTUSD,binance,1D,tradingview
2024-04-05 02:00:00,8.48,8.52,8.09,8.4,148565.3,DOTUSD,binance,1D,tradingview
2024-04-06 02:00:00,8.39,8.56,8.34,8.49,72937.08,DOTUSD,binance,1D,tradingview
2024-04-07 02:00:00,8.5,8.75,8.46,8.71,142718.17,DOTUSD,binance,1D,tradingview
2024-04-08 02:00:00,8.7,9.09,8.57,9.05,192921.53,DOTUSD,binance,1D,tradingview
2024-04-09 02:00:00,9.05,9.11,8.63,8.66,322932.42,DOTUSD,binance,1D,tradingview
2024-04-10 02:00:00,8.65,8.69,8.15,8.41,247976.2,DOTUSD,binance,1D,tradingview
2024-04-11 02:00:00,8.41,8.53,8.19,8.38,337585.68,DOTUSD,binance,1D,tradingview
2024-04-12 02:00:00,8.38,8.49,6.5,7.25,1031348.55,DOTUSD,binance,1D,tradingview
2024-04-13 02:00:00,7.24,7.33,5.77,6.4,952504.59,DOTUSD,binance,1D,tradingview
2024-04-14 02:00:00,6.4,6.94,6.21,6.86,375468.6,DOTUSD,binance,1D,tradingview
2024-04-15 02:00:00,6.85,7.21,6.43,6.71,253295.46,DOTUSD,binance,1D,tradingview
2024-04-16 02:00:00,6.7,6.82,6.37,6.71,116260.93,DOTUSD,binance,1D,tradingview
2024-04-17 02:00:00,6.7,6.78,6.34,6.59,139387.29,DOTUSD,binance,1D,tradingview
2024-04-18 02:00:00,6.59,6.83,6.45,6.79,137383.79,DOTUSD,binance,1D,tradingview
2024-04-19 02:00:00,6.78,6.93,6.29,6.68,176342.16,DOTUSD,binance,1D,tradingview
2024-04-20 02:00:00,6.69,7.29,6.62,7.24,140964.69,DOTUSD,binance,1D,tradingview
2024-04-21 02:00:00,7.24,7.29,6.97,7.14,150577.25,DOTUSD,binance,1D,tradingview
2024-04-22 02:00:00,7.14,7.59,7.1,7.47,193028.72,DOTUSD,binance,1D,tradingview
2024-04-23 02:00:00,7.47,7.55,7.21,7.25,141249.04,DOTUSD,binance,1D,tradingview
2024-04-24 02:00:00,7.24,7.49,6.86,6.92,167044.34,DOTUSD,binance,1D,tradingview
2024-04-25 02:00:00,6.92,6.99,6.69,6.86,90682.87,DOTUSD,binance,1D,tradingview
2024-04-26 02:00:00,6.87,6.95,6.72,6.76,114385.42,DOTUSD,binance,1D,tradingview
2024-04-27 02:00:00,6.77,6.86,6.5,6.8,95676.77,DOTUSD,binance,1D,tradingview
2024-04-28 02:00:00,6.81,6.95,6.7,6.73,58486.65,DOTUSD,binance,1D,tradingview
2024-04-29 02:00:00,6.71,6.83,6.47,6.58,86814.86,DOTUSD,binance,1D,tradingview
2024-04-30 02:00:00,6.58,6.66,6.06,6.42,180945.68,DOTUSD,binance,1D,tradingview
